,CITY,lat_lngs,latitude,longitude,temp,max_temp,humidity,wind_speed,cloudiness,country,date
135,bubaque,"(9.459338354672894, -19.97584077464751)",9.459338354672894,-19.97584077464751,79.93,79.93,70,15.9,0,GW,1581542962
136,klaksvik,"(66.33535138496018, -4.722372340679527)",66.33535138496018,-4.722372340679527,32,32,61,10.29,42,FO,1581542925
137,gopalpur,"(17.94291454981483, 85.98124488168997)",17.94291454981483,85.98124488168997,63.18,63.18,72,2.21,0,IN,1581542962
138,nanortalik,"(54.70420200198524, -44.41010520797158)",54.70420200198524,-44.41010520797158,16.29,16.29,48,12.97,0,GL,1581542893
139,tiznit,"(29.592129141659626, -10.466468624709364)",29.592129141659626,-10.466468624709364,59.34,59.34,33,1.66,78,MA,1581542903
140,castellaneta,"(40.652830375245685, 16.981696486538368)",40.652830375245685,16.981696486538368,47.62,50,100,2.24,5,IT,1581542963
141,charters towers,"(-20.856411494906723, 146.46387013573235)",-20.856411494906723,146.46387013573235,76.14,76.14,42,4.79,0,AU,1581542963
142,lagoa,"(42.089863985884136, -27.029388649806634)",42.089863985884136,-27.029388649806634,61.38,61.38,82,7.72,72,PT,1581542886
143,brazzaville,"(-3.2821248800038774, 15.650059560850252)",-3.2821248800038774,15.650059560850252,80.6,80.6,74,4.7,20,CG,1581542963
144,lebu,"(-35.99946009103018, -86.23623077163)",-35.99946009103018,-86.23623077163,65.35,65.35,47,11.39,0,CL,1581542603
145,port elizabeth,"(-59.67904388409884, 28.52964108900781)",-59.67904388409884,28.52964108900781,68,68,82,12.75,0,ZA,1581542890
146,shimanovsk,"(51.75878322274298, 127.16596773071421)",51.75878322274298,127.16596773071421,-1.52,-1.52,69,12.75,71,RU,1581542964
147,tobol,"(52.79125479714736, 63.10429029548686)",52.79125479714736,63.10429029548686,1.31,1.31,97,4.27,65,KZ,1581542964
148,alofi,"(-20.308255652195754, -170.83845375013107)",-20.308255652195754,-170.83845375013107,71.6,71.6,100,14.79,90,NU,1581542921
149,yerofey pavlovich,"(53.59483703193746, 122.37565713538237)",53.59483703193746,122.37565713538237,-10.34,-10.34,81,3.83,34,RU,1581542964
150,saint anthony,"(55.32492053051271, -54.559621514197346)",55.32492053051271,-54.559621514197346,26.55,32,68,19.46,90,US,1581542715
151,clyde river,"(68.15444121934604, -75.45892823659972)",68.15444121934604,-75.45892823659972,-13,-13,75,14.99,40,CA,1581542964
152,provideniya,"(41.924646663331686, -178.53041887255497)",41.924646663331686,-178.53041887255497,5,5,77,2.24,75,RU,1581542860
154,katsuura,"(25.494402936779295, 145.65073200590808)",25.494402936779295,145.65073200590808,59.38,61,82,16.11,75,JP,1581542947
155,mar del plata,"(-48.79791648964919, -46.534011057669545)",-48.79791648964919,-46.534011057669545,68.18,72,88,9.17,0,AR,1581542784
156,yerbogachen,"(62.64310921327069, 109.41715155751746)",62.64310921327069,109.41715155751746,-14.04,-14.04,93,8.97,0,RU,1581542884
157,san carlos,"(-34.6280359647415, -54.994505531505425)",-34.6280359647415,-54.994505531505425,95.9,95.9,27,1.5,42,VE,1581542965
159,houston,"(53.72727015891368, -126.96006773216544)",53.72727015891368,-126.96006773216544,52.39,57.99,87,5.82,90,US,1581542360
160,orbetello,"(41.6417830714571, 10.555623685425985)",41.6417830714571,10.555623685425985,44.64,46,87,2.24,20,IT,1581542966
161,mount gambier,"(-48.75888493099982, 134.08294738018446)",-48.75888493099982,134.08294738018446,64.4,64.4,93,11.41,90,AU,1581542966
162,zambezi,"(-12.780649765704112, 22.124060693210907)",-12.780649765704112,22.124060693210907,68.76,68.76,88,0.85,100,ZM,1581542966
163,kaitangata,"(-76.41214352393797, 179.74532556086888)",-76.41214352393797,179.74532556086888,66.99,66.99,67,15.21,100,NZ,1581542606
164,port alfred,"(-78.77065373589431, 49.69455740471025)",-78.77065373589431,49.69455740471025,66.99,66.99,89,1.99,0,ZA,1581542966
165,half moon bay,"(29.670003006261652, -137.5490469577978)",29.670003006261652,-137.5490469577978,66.56,71.01,36,5.82,20,US,1581542967
166,tilichiki,"(59.60266099063412, 165.20253550205234)",59.60266099063412,165.20253550205234,-2.78,-2.78,95,8.79,100,RU,1581542927
167,faanui,"(-1.5020820095961085, -158.61906196490054)",-1.5020820095961085,-158.61906196490054,82.06,82.06,78,14.38,21,PF,1581542867
168,mahebourg,"(-21.232102989143584, 58.47554641295304)",-21.232102989143584,58.47554641295304,79.97,80.6,83,12.75,40,MU,1581542890
169,chaumont,"(48.06729035260486, 4.859815652794737)",48.06729035260486,4.859815652794737,37.85,39.2,86,5.82,100,FR,1581542967
170,cabo san lucas,"(14.1374178506573, -117.19917215908112)",14.1374178506573,-117.19917215908112,70.12,73.99,52,4.7,5,MX,1581542889
172,road town,"(21.618335972786966, -63.99543616687916)",21.618335972786966,-63.99543616687916,78.64,82.4,78,12.75,40,VG,1581542968
173,nipawin,"(53.435437924597636, -103.36717031495158)",53.435437924597636,-103.36717031495158,-7.6,-7.6,48,3.36,1,CA,1581542968
174,mandalgovi,"(42.869128325403324, 107.89484023424569)",42.869128325403324,107.89484023424569,8.89,8.89,92,12.82,100,MN,1581542938
175,harper,"(-0.6552544813410179, -10.513950396687449)",-0.6552544813410179,-10.513950396687449,77.72,77.72,87,2.77,0,LR,1581542968
176,gaogou,"(33.9303108334002, 118.98027602181747)",33.9303108334002,118.98027602181747,44.83,44.83,90,6.96,0,CN,1581542968
177,san rafael,"(-36.17243611109923, -67.29978034978667)",-36.17243611109923,-67.29978034978667,88.59,88.59,29,16.46,0,AR,1581542969
178,belmonte,"(-18.259102748359652, -28.124942794136757)",-18.259102748359652,-28.124942794136757,83.61,86,74,13.87,40,BR,1581542915
179,barstow,"(35.2236968916245, -117.02880543585714)",35.2236968916245,-117.02880543585714,62.42,66.2,12,4.7,1,US,1581542969
180,deer lake,"(49.64742998263728, -57.323010623998314)",49.64742998263728,-57.323010623998314,24.49,24.8,73,8.05,40,CA,1581542935
181,nouadhibou,"(24.011795730412544, -20.102605492416956)",24.011795730412544,-20.102605492416956,80.6,80.6,18,16.11,0,MR,1581542658
182,xiongzhou,"(25.515869513376643, 113.95481715150243)",25.515869513376643,113.95481715150243,58.55,58.55,96,2.91,48,CN,1581542969
183,hirara,"(20.78980045017373, 128.078049216348)",20.78980045017373,128.078049216348,72.97,72.97,79,12.48,17,JP,1581542953
184,gwadar,"(23.204499865885182, 62.495340879768804)",23.204499865885182,62.495340879768804,71.47,71.47,78,12.33,0,PK,1581542970
185,kholmogory,"(63.52152815265879, 41.624502891543045)",63.52152815265879,41.624502891543045,35.6,35.6,80,6.71,90,RU,1581542970
187,laguna,"(-35.94607336335821, -39.41481737183591)",-35.94607336335821,-39.41481737183591,64.31,69.01,39,5.1,1,US,1581542679
188,alegrete,"(-29.85409334126939, -56.15689459176865)",-29.85409334126939,-56.15689459176865,93.15,93.15,20,9.42,0,BR,1581542970
189,mangan,"(28.707802445537368, 87.9874887393488)",28.707802445537368,87.9874887393488,38.55,38.55,56,2.62,0,IN,1581542971
190,san cristobal,"(-7.873356831050984, -90.5764562449464)",-7.873356831050984,-90.5764562449464,87.8,87.8,52,11.41,40,VE,1581542971
191,macapa,"(0.3453997434340721, -51.25039251493618)",0.3453997434340721,-51.25039251493618,80.6,80.6,100,5.82,75,BR,1581542971
192,isoka,"(-10.260084065251931, 32.8133235902385)",-10.260084065251931,32.8133235902385,65.19,65.19,92,2.59,100,ZM,1581542971
194,los llanos de aridane,"(27.13527254425091, -27.096647195399754)",27.13527254425091,-27.096647195399754,66.58,66.99,82,11.41,20,ES,1581542971
196,kavieng,"(8.702453904338086, 154.5283125375043)",8.702453904338086,154.5283125375043,83.64,83.64,78,14.47,72,PG,1581542927
197,erzin,"(50.38279298863819, 95.29791433795236)",50.38279298863819,95.29791433795236,38.89,41,82,11.41,90,TR,1581542972
198,goderich,"(1.2237798011045697, -21.97054490201708)",1.2237798011045697,-21.97054490201708,32.34,34,88,12.53,100,CA,1581542972
200,san jose de guanipa,"(9.016246441442888, -63.54394016698764)",9.016246441442888,-63.54394016698764,87.78,87.78,46,14.5,54,VE,1581542972
201,chuy,"(-45.353847220481846, -39.89873414964043)",-45.353847220481846,-39.89873414964043,73.81,73.81,61,13.73,0,UY,1581542619
202,juquitiba,"(-24.00415403137825, -46.993833854753234)",-24.00415403137825,-46.993833854753234,65.44,66.2,88,11.41,90,BR,1581542972
203,trairi,"(1.4275349837928815, -36.40881097189154)",1.4275349837928815,-36.40881097189154,77.11,77.11,85,3.38,14,BR,1581542972
204,pangnirtung,"(64.14575352949072, -60.43961046146285)",64.14575352949072,-60.43961046146285,-22,-22,74,4.7,40,CA,1581542897
206,tessalit,"(21.398913553031292, 2.1290736903834215)",21.398913553031292,2.1290736903834215,73.18,73.18,11,14.61,0,ML,1581542973
207,kodiak,"(42.579466278779705, -146.08328674435154)",42.579466278779705,-146.08328674435154,35.6,35.6,80,20.8,90,US,1581542871
209,verkhnevilyuysk,"(62.535624044833185, 119.93598990281117)",62.535624044833185,119.93598990281117,-27.2,-27.2,96,4.36,0,RU,1581542962
210,constitucion,"(12.223725884957119, -128.63095513761863)",12.223725884957119,-128.63095513761863,63.45,63.45,56,19.17,22,CL,1581542881
211,taltal,"(-25.80780049982411, -71.97815664773411)",-25.80780049982411,-71.97815664773411,68.7,68.7,64,5.79,99,CL,1581542973
212,asau,"(-4.624323309344177, 179.46847586182508)",-4.624323309344177,179.46847586182508,33.87,34,59,5.82,3,RO,1581542894
213,batagay,"(67.4860315540779, 136.13924184960206)",67.4860315540779,136.13924184960206,-19.52,-19.52,98,1.36,98,RU,1581542974
214,vawkavysk,"(53.02224637283655, 24.405009934445985)",53.02224637283655,24.405009934445985,33.6,33.6,89,14.54,99,BY,1581542974
215,mayumba,"(-7.619379607526781, 5.324673207438735)",-7.619379607526781,5.324673207438735,82.71,82.71,80,11.12,100,GA,1581542974
216,tasiilaq,"(56.80509691422216, -33.67616703740859)",56.80509691422216,-33.67616703740859,16.68,16.68,82,39.68,100,GL,1581542923
217,balkhash,"(47.50030102268957, 76.40560612956057)",47.50030102268957,76.40560612956057,12.69,12.69,73,11.88,95,KZ,1581542698
218,chute-aux-outardes,"(52.27139537706964, -70.15025757243339)",52.27139537706964,-70.15025757243339,28.4,28.4,79,24.16,1,CA,1581542975
219,buraydah,"(26.654045380007943, 45.982456206241864)",26.654045380007943,45.982456206241864,44.6,44.6,45,6.93,0,SA,1581542704
220,mizan teferi,"(6.472631900047915, 34.7283708766177)",6.472631900047915,34.7283708766177,70.05,70.05,47,3.91,62,ET,1581542975
221,mandali,"(34.28514607878391, 45.838211880667785)",34.28514607878391,45.838211880667785,43.92,43.92,28,4.88,75,IQ,1581542975
222,octeville,"(49.58284427913179, -1.6340916665881196)",49.58284427913179,-1.6340916665881196,44.28,46.99,93,10.29,100,FR,1581542975
223,bagdarin,"(55.15324253858034, 112.78501522385352)",55.15324253858034,112.78501522385352,-14.76,-14.76,86,5.88,0,RU,1581542976
224,general bravo,"(25.726262063700233, -99.05579878371665)",25.726262063700233,-99.05579878371665,68.32,68.32,43,11.95,100,MX,1581542976
225,taoudenni,"(22.199961273213162, -4.06691398127856)",22.199961273213162,-4.06691398127856,75.22,75.22,35,10.56,0,ML,1581542976
226,itoman,"(19.053824333987976, 130.6885772806956)",19.053824333987976,130.6885772806956,68.97,69.8,88,10.29,40,JP,1581542796
227,grand gaube,"(-13.624191593279988, 67.10454074935473)",-13.624191593279988,67.10454074935473,79.79,80.6,83,12.75,40,MU,1581542676
228,garhi khairo,"(28.225636760395133, 67.4951571550566)",28.225636760395133,67.4951571550566,61.63,61.63,36,3.15,3,PK,1581542976
229,torbay,"(44.51375661972577, -49.54156468498459)",44.51375661972577,-49.54156468498459,28.49,28.99,92,26.4,90,CA,1581542881
230,dejen,"(9.892658062070538, 37.698878419301394)",9.892658062070538,37.698878419301394,71.08,71.08,52,1.21,100,ET,1581542977
231,tavares,"(-7.493290325910394, -38.034054435356666)",-7.493290325910394,-38.034054435356666,85.32,88,54,8.05,1,US,1581542977
232,rock sound,"(24.20819468847806, -75.77239916946911)",24.20819468847806,-75.77239916946911,76.32,76.32,84,14.99,0,BS,1581542977
233,kieta,"(-4.6924666940061, 156.18014775239277)",-4.6924666940061,156.18014775239277,83.68,83.68,78,20.89,100,PG,1581542977
234,bonthe,"(5.3769068188118325, -14.703566356810967)",5.3769068188118325,-14.703566356810967,80.85,80.85,84,9.71,77,SL,1581542977
236,mecca,"(21.23606578529227, 39.80998039186082)",21.23606578529227,39.80998039186082,69.12,69.12,36,3.22,0,SA,1581542942
237,khovu-aksy,"(51.57891851050928, 93.75434711425868)",51.57891851050928,93.75434711425868,-0.4,-0.4,74,0.54,86,RU,1581542978
239,paamiut,"(61.616192837063295, -50.100542808898666)",61.616192837063295,-50.100542808898666,1.38,1.38,56,14.76,36,GL,1581542978
240,kihei,"(20.258287629241522, -156.5215942629967)",20.258287629241522,-156.5215942629967,74.28,77,69,6.93,75,US,1581542978
241,chiredzi,"(-21.176579109687623, 31.12378463295184)",-21.176579109687623,31.12378463295184,69.8,69.8,96,6.85,100,ZW,1581542978
242,qui nhon,"(14.14336688720212, 113.66390168668198)",14.14336688720212,113.66390168668198,68.36,68.36,95,2.3,47,VN,1581542979
243,lanzhou,"(35.265401528184896, 104.55380091601751)",35.265401528184896,104.55380091601751,27.32,35.01,31,4.47,0,CN,1581542979
244,thanh hoa,"(19.805061622201677, 104.89911688469255)",19.805061622201677,104.89911688469255,71.56,71.56,94,7.83,100,VN,1581542979
245,nanga eboko,"(4.634018780161625, 12.715402038479482)",4.634018780161625,12.715402038479482,72.03,72.03,27,2.21,0,CM,1581542979
246,fort oglethorpe,"(34.831783499515296, -85.25417345529613)",34.831783499515296,-85.25417345529613,55.15,64.4,93,2.68,90,US,1581542979
247,bardiyah,"(30.34150814518516, 25.67729272653463)",30.34150814518516,25.67729272653463,60.78,60.78,80,9.78,0,LY,1581542979
249,richards bay,"(-28.95481082415961, 32.469547179955896)",-28.95481082415961,32.469547179955896,75.47,75.47,74,7.45,0,ZA,1581542892
250,matara,"(1.9370588418259729, 81.54942060896315)",1.9370588418259729,81.54942060896315,75.04,75.04,83,4.59,0,LK,1581542889
251,najran,"(18.765315825734476, 44.05070699295487)",18.765315825734476,44.05070699295487,51.8,51.8,43,9.17,100,SA,1581542980
252,pundaguitan,"(6.025053476548251, 127.36303840683223)",6.025053476548251,127.36303840683223,78.3,78.3,85,8.37,100,PH,1581542864
253,te anau,"(-44.89064092727074, 165.85741311855503)",-44.89064092727074,165.85741311855503,56.59,56.59,88,0.47,24,NZ,1581542980
254,pskov,"(57.834033755596096, 28.562727518134125)",57.834033755596096,28.562727518134125,33.8,33.8,92,6.71,57,RU,1581542980
256,iracoubo,"(13.23739858692015, -50.19569558079914)",13.23739858692015,-50.19569558079914,78.94,78.94,79,15.57,68,GF,1581542981
257,saskylakh,"(71.01692548589227, 119.08520765581585)",71.01692548589227,119.08520765581585,-17.59,-17.59,86,8.3,100,RU,1581542909
258,bichura,"(50.861824543951485, 107.85145224283144)",50.861824543951485,107.85145224283144,-2.07,-2.07,87,1.9,100,RU,1581542981
259,lorengau,"(1.8737369468807543, 147.2444442996217)",1.8737369468807543,147.2444442996217,83.55,83.55,76,15.28,89,PG,1581542869
260,coihaique,"(-47.69103797803548, -73.73109684600595)",-47.69103797803548,-73.73109684600595,59.81,62.6,44,8.05,40,CL,1581542651
261,alice springs,"(-19.389987377308444, 133.0925675219491)",-19.389987377308444,133.0925675219491,73.4,73.4,35,4.7,0,AU,1581542707
262,kalmunai,"(6.591883245413868, 87.55555290844666)",6.591883245413868,87.55555290844666,80.4,80.4,77,21.47,82,LK,1581542714
263,boueni,"(-13.655807204191973, 44.22922292876996)",-13.655807204191973,44.22922292876996,80.6,80.6,94,2.24,20,YT,1581542982
264,sao filipe,"(12.437334297784943, -35.957454657836024)",12.437334297784943,-35.957454657836024,71.6,71.6,62,13.51,0,CV,1581542982
265,urengoy,"(65.47329818647435, 79.05970418504558)",65.47329818647435,79.05970418504558,11.71,11.71,94,12.48,100,RU,1581542920
266,wangkui,"(47.01726046246927, 126.50681184572346)",47.01726046246927,126.50681184572346,23.94,23.94,93,13.31,100,CN,1581542982
267,ratnagiri,"(16.57225592570596, 70.49805508188115)",16.57225592570596,70.49805508188115,69.78,69.78,60,2.44,0,IN,1581542983
268,beipiao,"(41.789199514727414, 120.70004295451872)",41.789199514727414,120.70004295451872,31.57,31.57,88,7,0,CN,1581542983
269,thunder bay,"(47.86925258971593, -90.35018206403467)",47.86925258971593,-90.35018206403467,3.65,8.01,45,12.75,20,CA,1581542983
270,obo,"(5.411761159368851, 26.5999472335005)",5.411761159368851,26.5999472335005,70.93,70.93,28,4.54,37,CF,1581542983
271,puerto escondido,"(9.982997486109056, -99.86485913654103)",9.982997486109056,-99.86485913654103,87.8,87.8,45,6.93,40,MX,1581542983
272,korla,"(36.99977702467854, 87.94916634208289)",36.99977702467854,87.94916634208289,33.01,33.01,80,2.75,0,CN,1581542949
273,hirado,"(35.535890368636785, 129.0440017182072)",35.535890368636785,129.0440017182072,52.48,55.4,93,4.7,75,JP,1581542984
274,kahului,"(27.510951482804472, -151.46917216336018)",27.510951482804472,-151.46917216336018,74.32,77,69,6.93,75,US,1581542653
275,kiruna,"(67.21997009564654, 19.9242096849743)",67.21997009564654,19.9242096849743,5,5,84,5.82,92,SE,1581542984
276,broken hill,"(-29.335751462327195, 139.64536257475845)",-29.335751462327195,139.64536257475845,69.8,69.8,68,12.75,1,AU,1581542984
277,pevek,"(70.66725839015473, 167.70732300529352)",70.66725839015473,167.70732300529352,-4.81,-4.81,71,2.33,0,RU,1581542878
278,beloha,"(-26.9547867820203, 42.018419813801046)",-26.9547867820203,42.018419813801046,74.21,74.21,81,12.66,0,MG,1581542896
279,grao mogol,"(-16.477138512735976, -42.567510529526146)",-16.477138512735976,-42.567510529526146,74.41,74.41,83,4.63,19,BR,1581542985
280,gimli,"(52.657743746591336, -96.55112689330865)",52.657743746591336,-96.55112689330865,-13.54,-13,64,8.99,91,CA,1581542825
281,puerto madryn,"(-41.317281778855005, -65.84967055882136)",-41.317281778855005,-65.84967055882136,76.23,76.23,24,10,21,AR,1581542985
283,cacoal,"(-10.616582513986174, -60.72774264399638)",-10.616582513986174,-60.72774264399638,85.24,85.24,78,1.86,100,BR,1581542985
284,lompoc,"(21.520218829784284, -129.15347798067958)",21.520218829784284,-129.15347798067958,65.14,71.01,40,4.7,1,US,1581542787
285,mushie,"(-3.4765818444880807, 16.690143109857956)",-3.4765818444880807,16.690143109857956,76.28,76.28,79,2.1,39,CD,1581542985
287,lincoln,"(40.84410696475203, -97.01987270004709)",40.84410696475203,-97.01987270004709,38.21,39.99,55,12.75,90,US,1581542838
288,champerico,"(6.6073475445029715, -94.09556892917989)",6.6073475445029715,-94.09556892917989,87.8,87.8,66,11.41,40,GT,1581542986
289,belyy yar,"(61.75430611055228, 87.26775897377053)",61.75430611055228,87.26775897377053,12.2,12.2,72,1.57,54,RU,1581542986
292,gamba,"(-9.08204089830403, 2.9874952383290463)",-9.08204089830403,2.9874952383290463,79.77,79.77,81,3.42,54,GA,1581542917
293,vila nova de milfontes,"(37.75494387849359, -9.052385593912561)",37.75494387849359,-9.052385593912561,55.99,55.99,91,1.99,100,PT,1581542986
294,auki,"(-1.0490755572013342, 164.545659211599)",-1.0490755572013342,164.545659211599,83.77,83.77,77,16.24,92,SB,1581542950
295,broome,"(-14.513854276164807, 123.05490597044991)",-14.513854276164807,123.05490597044991,36.63,39.99,55,4.7,1,US,1581542873
296,luorong,"(24.368765197655563, 109.78576824280992)",24.368765197655563,109.78576824280992,63.34,63.34,97,2.15,100,CN,1581542987
298,nisia floresta,"(-3.2747803984390913, -25.822885218151043)",-3.2747803984390913,-25.822885218151043,83.26,84.2,78,14.99,40,BR,1581542987
299,jakar,"(28.07114519926644, 90.69927456336086)",28.07114519926644,90.69927456336086,35.13,35.13,94,0.54,98,BT,1581542987
300,samarai,"(-13.399915283675838, 150.02474022227085)",-13.399915283675838,150.02474022227085,78.24,78.24,89,5.75,91,PG,1581542954
301,margate,"(-46.940668036573236, 44.63026243890971)",-46.940668036573236,44.63026243890971,42.71,44.6,81,10.29,100,GB,1581542882
302,dikson,"(82.01501384998411, 74.19526668674558)",82.01501384998411,74.19526668674558,19.04,19.04,92,21.77,100,RU,1581542861
303,foki,"(56.91189478563811, 54.36172764718984)",56.91189478563811,54.36172764718984,15.3,15.3,90,3.22,100,RU,1581542988
305,pangody,"(69.2294868717795, 74.91544446726621)",69.2294868717795,74.91544446726621,15.49,15.49,94,13.6,100,RU,1581542988
307,saint-augustin,"(55.24437292553435, -60.98055460361216)",55.24437292553435,-60.98055460361216,20.17,20.17,81,10.76,3,CA,1581542855
308,ambon,"(-2.764247373796607, 125.90039508835474)",-2.764247373796607,125.90039508835474,81.88,81.88,80,14.47,57,ID,1581542988
309,ilhabela,"(-25.421931025024406, -43.715032156802124)",-25.421931025024406,-43.715032156802124,75.81,75.81,76,11.79,100,BR,1581542989
310,porto nacional,"(-10.576941585759528, -47.89284616094727)",-10.576941585759528,-47.89284616094727,84.2,84.2,70,6.93,40,BR,1581542989
311,bonavista,"(53.798868962396284, -49.71548499317785)",53.798868962396284,-49.71548499317785,28,28,86,15.99,100,CA,1581542989
312,palmer,"(62.83421078953535, -147.56967274157233)",62.83421078953535,-147.56967274157233,39.88,44.6,41,10.29,90,US,1581542989
313,kununurra,"(-19.94828137674969, 129.22679929335106)",-19.94828137674969,129.22679929335106,78.8,78.8,94,3.78,27,AU,1581542960
314,boden,"(66.08256190399337, 22.11019863805464)",66.08256190399337,22.11019863805464,24.8,24.8,100,3.36,90,SE,1581542990
315,fort nelson,"(59.390659193176106, -123.16874795497766)",59.390659193176106,-123.16874795497766,5,5,71,3.78,75,CA,1581542990
316,vila franca do campo,"(39.736251082844575, -24.214780639061303)",39.736251082844575,-24.214780639061303,60.8,60.8,87,10.29,20,PT,1581542990
317,cota,"(4.813812015622119, -74.10895935909097)",4.813812015622119,-74.10895935909097,69.8,69.8,46,10.29,40,CO,1581542722
318,chara,"(58.25725387558148, 118.22091071385404)",58.25725387558148,118.22091071385404,-23.51,-23.51,64,0.96,0,RU,1581542871
319,lima,"(-13.834945489457382, -80.23441422954875)",-13.834945489457382,-80.23441422954875,77,77,69,16.11,41,PE,1581542918
320,north bend,"(42.84569187819656, -129.0359212492626)",42.84569187819656,-129.0359212492626,50.43,51.8,76,10.29,1,US,1581542827
321,elko,"(40.61255313792074, -115.90120908179965)",40.61255313792074,-115.90120908179965,41.67,44.6,36,13.87,1,US,1581542984
323,tambura,"(5.585724899340633, 27.639360965481387)",5.585724899340633,27.639360965481387,71.04,71.04,27,3.69,87,SS,1581542991
324,polis,"(35.216749307065584, 32.16403879709861)",35.216749307065584,32.16403879709861,56.19,57.2,87,2.24,75,CY,1581542991
325,miri,"(6.60352899888899, 112.59783414185904)",6.60352899888899,112.59783414185904,76.62,77,94,11.88,75,MY,1581542991
326,odweyne,"(8.096774297541842, 45.47948503374039)",8.096774297541842,45.47948503374039,66.4,66.4,64,20.58,0,SO,1581542707
327,vostok,"(51.49409784790137, 151.9834200328301)",51.49409784790137,151.9834200328301,26.38,26.38,97,1.97,100,RU,1581542992
328,hami,"(39.56365218983058, 93.60421796069272)",39.56365218983058,93.60421796069272,16.57,16.57,52,1.68,0,CN,1581542992
329,sattahip,"(12.630511798139821, 100.50518760600806)",12.630511798139821,100.50518760600806,84.45,87.01,69,8.05,20,TH,1581542992
330,voh,"(-24.60114492071338, 160.82239901792735)",-24.60114492071338,160.82239901792735,81.54,81.54,83,8.39,0,NC,1581542992
333,dzilam gonzalez,"(21.445505353381463, -88.85927374666554)",21.445505353381463,-88.85927374666554,85.51,85.51,52,16.2,0,MX,1581542992
334,ishigaki,"(25.140474388957827, 124.48345310113604)",25.140474388957827,124.48345310113604,71.6,71.6,94,9.17,40,JP,1581542993
335,shingu,"(27.04578394146816, 137.6819526161571)",27.04578394146816,137.6819526161571,63.9,63.9,87,31.68,100,JP,1581542911
336,dingle,"(55.48054822714519, -16.042354757863734)",55.48054822714519,-16.042354757863734,71.67,71.67,93,8.25,7,PH,1581542895
337,raga,"(8.760100988541836, 24.568235856386536)",8.760100988541836,24.568235856386536,67.24,67.24,15,5.84,39,SS,1581542993
338,povenets,"(63.02279724364894, 35.9382757561132)",63.02279724364894,35.9382757561132,29.19,29.19,93,10.11,100,RU,1581542993
339,amapa,"(3.091502275009688, -48.473385661381)",3.091502275009688,-48.473385661381,81.64,81.64,72,2.98,88,BR,1581542908
340,porto novo,"(12.870287167693604, -39.26234097684639)",12.870287167693604,-39.26234097684639,84.2,84.2,58,5.82,6,BJ,1581542994
341,tautira,"(-19.012250282535348, -145.2959497196499)",-19.012250282535348,-145.2959497196499,84.11,84.2,79,9.17,40,PF,1581542864
342,oranjemund,"(-31.028457413365118, 15.685930226401837)",-31.028457413365118,15.685930226401837,67.42,67.42,81,1.7,89,NA,1581542994
343,nelson,"(49.67007109546009, -116.72106288894828)",49.67007109546009,-116.72106288894828,71.28,73.99,57,1.01,81,NZ,1581542994
344,iralaya,"(14.550959712809316, -82.36308454877027)",14.550959712809316,-82.36308454877027,86,86,70,13.87,40,HN,1581542884
345,naze,"(28.611345175078043, 127.44911001711176)",28.611345175078043,127.44911001711176,69.8,69.8,94,6.93,90,JP,1581542626
346,san jeronimo,"(4.536040777283716, -106.71053314748852)",4.536040777283716,-106.71053314748852,56.89,56.89,55,4.9,66,PE,1581542995
347,san patricio,"(2.446542175497214, -114.69807733817632)",2.446542175497214,-114.69807733817632,84.2,84.2,74,11.41,75,MX,1581542860
348,tahe,"(51.52378963504677, 125.23485041095432)",51.52378963504677,125.23485041095432,-7.29,-7.29,78,6.96,7,CN,1581542995
349,sao jose da coroa grande,"(-11.978047680626162, -26.093016785961964)",-11.978047680626162,-26.093016785961964,82.49,82.49,76,14.2,3,BR,1581542922
350,isangel,"(-17.83257766270259, 179.37021352574908)",-17.83257766270259,179.37021352574908,84.2,84.2,89,1.05,20,VU,1581542995
351,dire,"(11.931907439862371, -11.362617758615954)",11.931907439862371,-11.362617758615954,82.71,82.71,16,4.45,0,ML,1581542995
352,sabang,"(7.874279593314341, 95.39682322830845)",7.874279593314341,95.39682322830845,82.65,82.65,78,10.02,67,ID,1581542996
353,olafsvik,"(62.635900468206955, -26.033368470658473)",62.635900468206955,-26.033368470658473,24.85,24.85,63,14.9,92,IS,1581542651
354,port keats,"(-12.566180474696054, 126.6464457568132)",-12.566180474696054,126.6464457568132,83.98,83.98,84,10.16,65,AU,1581542996
356,cayenne,"(11.925946018986707, -44.746895372735366)",11.925946018986707,-44.746895372735366,82.4,82.4,65,10.29,75,GF,1581542774
357,vytegra,"(60.14779525117697, 36.20535040867662)",60.14779525117697,36.20535040867662,30.38,30.38,93,7.09,76,RU,1581542996
358,zitacuaro,"(19.46040343567509, -100.21744603609552)",19.46040343567509,-100.21744603609552,72,72,38,11.01,0,MX,1581542996
359,koboko,"(3.6229355089744786, 30.914016111219695)",3.6229355089744786,30.914016111219695,71.17,71.17,35,4.07,0,UG,1581542997
360,moba,"(-6.8006417051709604, 29.990751166591792)",-6.8006417051709604,29.990751166591792,41.25,41.25,81,2.98,100,CN,1581542997
361,bend,"(43.48479392075237, -120.56444696384145)",43.48479392075237,-120.56444696384145,47.53,48.99,39,2.01,1,US,1581542975
362,makakilo city,"(9.77753870779847, -163.98217117382754)",9.77753870779847,-163.98217117382754,75.56,78.8,60,2.24,40,US,1581542937
363,maria aurora,"(15.869820807274593, 121.40747233019181)",15.869820807274593,121.40747233019181,58.86,58.86,92,3.13,58,PH,1581542997
