,CITY,lat_lngs,latitude,longitude,temp,max_temp,humidity,wind_speed,cloudiness,country,date
364,lysyanka,"(49.305861088060055, 30.903416638549118)",49.305861088060055,30.903416638549118,32.86,32.86,82,13.27,70,UA,1581542997
365,lakes entrance,"(-38.50707668026479, 148.81020897516862)",-38.50707668026479,148.81020897516862,67.35,68,99,3,98,AU,1581542998
366,port blair,"(9.799525945378988, 91.7969577961631)",9.799525945378988,91.7969577961631,79.45,79.45,75,17.38,12,IN,1581542875
367,clinton,"(35.77945581341763, -98.9271653066953)",35.77945581341763,-98.9271653066953,33.46,35.6,64,6.93,90,US,1581542998
368,talnakh,"(81.55621713871119, 91.6741547014476)",81.55621713871119,91.6741547014476,8.6,8.6,84,31.32,75,RU,1581542863
369,aranda de duero,"(41.48254811907586, -3.8319979796244468)",41.48254811907586,-3.8319979796244468,48,48,81,4.72,100,ES,1581542998
370,port macquarie,"(-31.725902316976537, 155.35759052217628)",-31.725902316976537,155.35759052217628,73.18,73.4,100,4.7,90,AU,1581542924
371,souillac,"(-43.772133262832796, 70.47290389675837)",-43.772133262832796,70.47290389675837,79.97,80.6,83,12.75,40,MU,1581542894
372,ati,"(13.182400502215998, 18.047605988806765)",13.182400502215998,18.047605988806765,66.29,66.29,12,12.06,32,TD,1581542886
374,pyinmana,"(19.526285267978594, 96.09387355864578)",19.526285267978594,96.09387355864578,57.61,57.61,48,1.83,0,MM,1581542999
375,jimma,"(7.807307808381395, 37.14714914870973)",7.807307808381395,37.14714914870973,61.34,61.34,80,0.78,98,ET,1581542999
376,mogadishu,"(0.49242638810193284, 49.182370903086735)",0.49242638810193284,49.182370903086735,80.85,80.85,77,27.47,0,SO,1581542999
378,brejo da madre de deus,"(-8.122655384313575, -36.48891609068889)",-8.122655384313575,-36.48891609068889,79.61,79.61,59,9.04,32,BR,1581543000
379,huangmei,"(30.832678220963857, 116.17462219748728)",30.832678220963857,116.17462219748728,54.59,54.59,92,4.94,63,CN,1581543000
380,san quintin,"(25.31777160984349, -120.8009109534465)",25.31777160984349,-120.8009109534465,62.55,62.55,45,8.5,0,MX,1581543000
381,barhi,"(24.335401757285936, 85.45525358279787)",24.335401757285936,85.45525358279787,58.35,58.35,36,4.14,0,IN,1581543000
382,ilulissat,"(88.04038673808273, -39.463840591219395)",88.04038673808273,-39.463840591219395,1.4,1.4,41,2.24,54,GL,1581542872
383,ituporanga,"(-27.605481636212026, -49.44748396095315)",-27.605481636212026,-49.44748396095315,65.95,75.99,97,13,0,BR,1581543001
384,carhuamayo,"(-10.840473811346925, -75.74722093291048)",-10.840473811346925,-75.74722093291048,50.2,50.2,71,7.92,100,PE,1581543001
385,sorland,"(72.03903047127812, 6.933619144926098)",72.03903047127812,6.933619144926098,32,32,64,3.36,75,NO,1581542952
386,iqaluit,"(60.54295214098724, -69.28584577064981)",60.54295214098724,-69.28584577064981,-23.44,-23.01,61,13.87,20,CA,1581542883
387,gold coast,"(-26.273342655249948, 158.94084263656413)",-26.273342655249948,158.94084263656413,72.52,73,100,9.17,90,AU,1581543001
389,fort saint james,"(54.136631048179424, -124.57889954870907)",54.136631048179424,-124.57889954870907,30.09,30.09,94,4.83,100,CA,1581543002
390,deputatskiy,"(70.80578468960843, 141.36720041925759)",70.80578468960843,141.36720041925759,-13.97,-13.97,96,4.7,100,RU,1581542962
391,abu dhabi,"(22.606341213848367, 52.48356681961374)",22.606341213848367,52.48356681961374,59.86,60.8,67,12.75,20,AE,1581542948
392,rundu,"(-15.659653048482411, 19.894649725512977)",-15.659653048482411,19.894649725512977,78.8,78.8,57,3.36,42,NA,1581543002
393,klyuchi,"(56.98685495636238, 160.5661261575317)",56.98685495636238,160.5661261575317,-2.34,-2.34,80,6.76,0,RU,1581543002
394,tommot,"(57.8385799131199, 126.81783092176619)",57.8385799131199,126.81783092176619,-11.72,-11.72,96,8.19,100,RU,1581543003
395,gorokhovets,"(56.03052199511697, 42.68877183619347)",56.03052199511697,42.68877183619347,21.16,21.2,73,8.95,40,RU,1581543003
396,nuuk,"(61.432564693125784, -54.85416678474647)",61.432564693125784,-54.85416678474647,8.33,8.6,60,20.8,20,GL,1581542916
397,warrnambool,"(-39.08093838438954, 142.9440099256651)",-39.08093838438954,142.9440099256651,66,66,92,14.63,46,AU,1581543003
398,meadow lake,"(55.21188280452208, -107.36774086624162)",55.21188280452208,-107.36774086624162,40.91,46,48,4.7,40,US,1581543004
399,mutare,"(-19.3590205117102, 31.977095350175972)",-19.3590205117102,31.977095350175972,63.68,63.68,96,2.35,100,ZW,1581543004
400,yarada,"(14.81043855861283, 85.20060352937531)",14.81043855861283,85.20060352937531,69.8,69.8,88,3.36,20,IN,1581543004
401,ballina,"(55.95802258605289, -10.642462502919187)",55.95802258605289,-10.642462502919187,71.02,71.6,100,10.29,100,AU,1581543004
402,marsh harbour,"(27.98069205051405, -74.82965499354262)",27.98069205051405,-74.82965499354262,75.69,75.69,81,15.41,35,BS,1581543005
405,namibe,"(-11.348599990431126, 6.148062167803943)",-11.348599990431126,6.148062167803943,74.34,74.34,86,16.53,15,AO,1581542642
406,skjervoy,"(72.41443581962048, 20.359768709997127)",72.41443581962048,20.359768709997127,37.4,37.4,59,13.87,40,NO,1581543005
407,qasigiannguit,"(67.20309760366578, -50.73005993517748)",67.20309760366578,-50.73005993517748,1.4,1.4,41,2.24,54,GL,1581542684
408,soltepec,"(19.145881678622487, -97.69656989197351)",19.145881678622487,-97.69656989197351,66.24,66.24,35,13.91,0,MX,1581543005
409,urucara,"(-0.5526151491518903, -58.01943578681826)",-0.5526151491518903,-58.01943578681826,78.33,78.33,94,1.63,100,BR,1581543006
411,rock springs,"(41.47638763682946, -109.1410734859782)",41.47638763682946,-109.1410734859782,28.4,28.4,58,10.29,75,US,1581543006
412,dicabisagan,"(17.44894677644899, 123.09728056782603)",17.44894677644899,123.09728056782603,71.22,71.22,86,5.37,11,PH,1581543006
413,vardo,"(81.2025722746996, 32.92752718448219)",81.2025722746996,32.92752718448219,22.46,26.6,79,31.09,100,NO,1581543006
414,boa vista,"(2.28755358547825, -60.553020588067824)",2.28755358547825,-60.553020588067824,86,86,55,8.05,75,BR,1581543006
415,hovd,"(45.024472913112675, 101.67463179679157)",45.024472913112675,101.67463179679157,5.59,5.59,51,5.86,0,MN,1581543007
416,goba,"(5.745088086127126, 40.458316081122064)",5.745088086127126,40.458316081122064,53.22,53.22,87,4.18,70,ET,1581543007
417,arkhangelsk,"(65.57101871655942, 40.33999988216226)",65.57101871655942,40.33999988216226,35.6,35.6,80,6.71,90,RU,1581543007
418,chagoda,"(59.563958186389925, 35.99799026647702)",59.563958186389925,35.99799026647702,31.3,31.3,97,8.37,100,RU,1581543007
419,maua,"(0.7063168526072872, 38.242181414919145)",0.7063168526072872,38.242181414919145,67.48,73,88,11.41,90,BR,1581543007
420,lokachi,"(50.681036849935396, 24.53945602896644)",50.681036849935396,24.53945602896644,33.48,33.48,74,13.18,74,UA,1581543007
421,alibag,"(17.835192638848625, 70.14920875980965)",17.835192638848625,70.14920875980965,80.6,80.6,61,2.37,40,IN,1581543008
422,tecpatan,"(17.079274041570557, -93.41608020283992)",17.079274041570557,-93.41608020283992,95,95,28,10.29,20,MX,1581543008
423,chippewa falls,"(45.08466469339663, -90.83748675350047)",45.08466469339663,-90.83748675350047,31.32,33.01,96,8.05,90,US,1581543008
424,anadyr,"(65.9021840783306, 176.02543511177413)",65.9021840783306,176.02543511177413,14,14,85,11.18,75,RU,1581543008
425,nassau,"(25.6761597716702, -77.34672322522786)",25.6761597716702,-77.34672322522786,42.84,45,45,9.17,1,US,1581543008
426,sept-iles,"(53.493116792177915, -66.40000901262367)",53.493116792177915,-66.40000901262367,26.85,27,73,16.11,75,CA,1581542929
428,teya,"(61.091089087608935, 91.84336817517959)",61.091089087608935,91.84336817517959,-0.38,-0.38,95,5.17,93,RU,1581542939
429,pauini,"(-6.434020426611653, -67.92790237451516)",-6.434020426611653,-67.92790237451516,86.81,86.81,61,1.12,98,BR,1581542740
430,kutum,"(15.195305805344873, 25.963156826128312)",15.195305805344873,25.963156826128312,49.1,49.1,18,7.67,0,SD,1581543009
431,arlit,"(20.35520818889198, 8.94407155667642)",20.35520818889198,8.94407155667642,66.74,66.74,13,3.22,100,NE,1581543009
432,camacha,"(38.358652411591635, -16.82455789695598)",38.358652411591635,-16.82455789695598,62.35,64.4,87,3.36,20,PT,1581542946
433,murupara,"(-38.851472438789955, 176.72647541073343)",-38.851472438789955,176.72647541073343,72.5,73.99,74,3,95,NZ,1581543010
434,sao gabriel da cachoeira,"(0.4144095380946169, -67.87279088596308)",0.4144095380946169,-67.87279088596308,95,95,53,3.36,40,BR,1581543010
435,la vergne,"(35.93144123537698, -86.60435658526234)",35.93144123537698,-86.60435658526234,50.04,60.01,93,5.82,90,US,1581543010
436,itarema,"(8.37763135395332, -38.74118270720356)",8.37763135395332,-38.74118270720356,77.56,77.56,89,5.7,1,BR,1581543010
437,shihezi,"(44.85088854762563, 85.93245298843573)",44.85088854762563,85.93245298843573,1.8,1.8,89,3.42,0,CN,1581543010
438,caidian,"(30.334781800219844, 113.98650993547432)",30.334781800219844,113.98650993547432,50,50,93,6.71,4,CN,1581543011
439,acapulco,"(9.86160467899822, -101.60977068600889)",9.86160467899822,-101.60977068600889,87.8,87.8,62,6.93,5,MX,1581542858
440,bilma,"(16.78413827905078, 11.972191607783145)",16.78413827905078,11.972191607783145,59.68,59.68,19,3.71,98,NE,1581542883
441,phan thiet,"(8.425589657223767, 109.48364136038157)",8.425589657223767,109.48364136038157,68.05,68.05,88,3.44,47,VN,1581543011
442,poronaysk,"(50.35528713347489, 144.9143315310887)",50.35528713347489,144.9143315310887,16.75,16.75,89,2.71,15,RU,1581542958
443,guaratinga,"(-16.748667416537728, -39.73560077828651)",-16.748667416537728,-39.73560077828651,82.4,82.4,74,13.87,40,BR,1581543011
444,shibetsu,"(43.85650466102362, 145.012515912882)",43.85650466102362,145.012515912882,30.16,30.16,83,5.7,0,JP,1581543012
445,flinders,"(-31.710085484518288, 131.06862033877212)",-31.710085484518288,131.06862033877212,71.08,72,100,11.41,75,AU,1581543012
446,vestmanna,"(67.91435143411147, -9.90339747825496)",67.91435143411147,-9.90339747825496,32,32,69,10.29,34,FO,1581543012
447,inhambane,"(-24.411190630472774, 38.002839760612716)",-24.411190630472774,38.002839760612716,78.12,78.12,86,13.2,85,MZ,1581542887
448,moron,"(50.56169154903441, 99.25619471563562)",50.56169154903441,99.25619471563562,81.28,84,42,12.75,0,AR,1581542954
449,buta,"(3.3051138652378143, 25.79950336451671)",3.3051138652378143,25.79950336451671,70.59,70.59,37,0.96,0,CD,1581543013
450,brownsville,"(26.37939862606926, -95.92136243517353)",26.37939862606926,-95.92136243517353,54.41,55.4,87,12.75,90,US,1581543013
451,deblin,"(51.50107116644392, 21.747809246086092)",51.50107116644392,21.747809246086092,35.64,37.99,81,18.34,75,PL,1581543013
452,salalah,"(12.728061684403698, 62.74811228753754)",12.728061684403698,62.74811228753754,71.6,71.6,37,27.51,31,OM,1581542913
453,takoradi,"(-2.3949695113583545, -0.5848166139863338)",-2.3949695113583545,-0.5848166139863338,79.75,79.75,81,4.88,9,GH,1581542672
454,petropavlovsk-kamchatskiy,"(51.969385705293405, 160.1670759658346)",51.969385705293405,160.1670759658346,12.2,12.2,61,8.95,0,RU,1581542681
455,bac lieu,"(6.283151282318585, 106.9700136642233)",6.283151282318585,106.9700136642233,72.95,72.95,95,5.39,50,VN,1581543014
456,alzamay,"(55.17702368307542, 98.41359155915376)",55.17702368307542,98.41359155915376,3.47,3.47,95,2.73,84,RU,1581543014
457,bansi,"(27.40200279913732, 82.98377177542761)",27.40200279913732,82.98377177542761,54.3,54.3,83,6.76,33,IN,1581543014
458,vanersborg,"(58.71042374941547, 12.29121848556639)",58.71042374941547,12.29121848556639,37.69,39.99,69,11.41,0,SE,1581543014
459,srednekolymsk,"(68.19382506760874, 152.0635554898991)",68.19382506760874,152.0635554898991,-26.18,-26.18,70,6.22,88,RU,1581542865
460,filadelfia,"(-23.065622497118596, -60.843020870443766)",-23.065622497118596,-60.843020870443766,44.85,46.99,33,8.05,90,US,1581542818
461,rzhev,"(56.445727915539095, 34.070728873335185)",56.445727915539095,34.070728873335185,30.7,30.7,95,7.81,100,RU,1581543015
462,high rock,"(27.155536100123797, -77.91893288329484)",27.155536100123797,-77.91893288329484,78.8,78.8,78,11.41,75,BS,1581543015
463,khorixas,"(-20.019250721010025, 13.142206346611715)",-20.019250721010025,13.142206346611715,74.34,74.34,31,11.41,0,NA,1581543015
464,guerrero negro,"(24.738873743089172, -115.49203509826208)",24.738873743089172,-115.49203509826208,66.79,66.79,29,6.53,0,MX,1581543015
465,mikuni,"(37.60172629066652, 135.11106658813884)",37.60172629066652,135.11106658813884,59,59,77,12.75,75,JP,1581543015
466,urubicha,"(-15.2223168613815, -62.97682430179461)",-15.2223168613815,-62.97682430179461,79.12,79.12,92,3.89,98,BO,1581543016
469,hobyo,"(6.023823821677041, 49.994815059081134)",6.023823821677041,49.994815059081134,77.13,77.13,76,22.55,0,SO,1581542887
472,havoysund,"(77.69704262027622, 22.686251717935505)",77.69704262027622,22.686251717935505,31.98,33.8,80,21.92,40,NO,1581543016
473,parambu,"(-6.435764996349462, -40.7622828004892)",-6.435764996349462,-40.7622828004892,78.08,78.08,67,7.67,54,BR,1581543016
474,raudeberg,"(63.42521870511695, 3.934084252384139)",63.42521870511695,3.934084252384139,34.75,37.4,59,19.46,40,NO,1581542932
476,beringovskiy,"(53.69158656496805, 178.9505601007105)",53.69158656496805,178.9505601007105,6.66,6.66,91,6.55,100,RU,1581543016
477,laurel,"(45.89195461013449, -109.4304702235289)",45.89195461013449,-109.4304702235289,45.52,48,45,5.82,90,US,1581543017
478,muros,"(45.22527966185751, -13.745445736460567)",45.22527966185751,-13.745445736460567,54.64,59,100,8.05,90,ES,1581543017
479,lisakovsk,"(51.77613686795601, 62.78918670232079)",51.77613686795601,62.78918670232079,1.31,1.31,97,4.27,65,KZ,1581543017
480,lavrentiya,"(66.187576654852, -168.850997732787)",66.187576654852,-168.850997732787,-5.49,-5.49,89,3.33,97,RU,1581542941
481,sao sebastiao,"(-25.761556756737747, -45.25308498580432)",-25.761556756737747,-45.25308498580432,75.81,75.81,76,11.79,100,BR,1581543017
483,burnie,"(-44.8063461318606, 142.12886665119964)",-44.8063461318606,142.12886665119964,64,64,76,5.01,100,AU,1581543018
484,pisco,"(-18.91742079376506, -87.9795784723371)",-18.91742079376506,-87.9795784723371,72.18,73,30,25.28,75,PE,1581542930
485,cooma,"(-35.78073009088788, 148.69507153213812)",-35.78073009088788,148.69507153213812,62.6,62.6,100,10.29,90,AU,1581543018
486,igarka,"(65.91163235136065, 85.89342896223934)",65.91163235136065,85.89342896223934,7.25,7.25,93,17.83,100,RU,1581543018
487,shu,"(44.37078038814363, 72.93245175763084)",44.37078038814363,72.93245175763084,35.01,35.01,66,8.99,100,KZ,1581543018
488,cockburn town,"(26.030739885106087, -68.76178841737217)",26.030739885106087,-68.76178841737217,80.6,80.6,65,13.87,40,TC,1581543018
489,manaquiri,"(-3.277373914935424, -60.262054723053666)",-3.277373914935424,-60.262054723053666,82.4,84.2,79,3.36,75,BR,1581543019
490,gidam,"(19.33402938002851, 80.8890399391127)",19.33402938002851,80.8890399391127,61.3,61.3,48,1.92,0,IN,1581543019
491,sistranda,"(67.92271973112972, 8.173932179889704)",67.92271973112972,8.173932179889704,35.76,36,80,29.97,75,NO,1581542902
492,coahuayana,"(-0.5099410028133491, -112.91940884583245)",-0.5099410028133491,-112.91940884583245,80.6,80.6,54,11.41,40,MX,1581543019
493,troitsko-pechorsk,"(62.02017399841995, 57.266230709668804)",62.02017399841995,57.266230709668804,16.07,16.07,97,5.03,100,RU,1581543019
494,biak,"(2.7011232623542725, 136.0266592129006)",2.7011232623542725,136.0266592129006,81.03,81.03,75,8.75,100,ID,1581542959
495,parkes,"(-33.14182347246118, 148.24144220859267)",-33.14182347246118,148.24144220859267,73.99,73.99,82,6.53,100,AU,1581543020
496,jablah,"(35.39609338014037, 35.34286953705251)",35.39609338014037,35.34286953705251,44.6,44.6,93,6.93,75,SY,1581543020
497,aykhal,"(64.57183044940155, 109.67917778734085)",64.57183044940155,109.67917778734085,-5.8,-5.8,83,4.47,100,RU,1581542686
498,sao joao da boa vista,"(-21.970041676337672, -46.87984976814542)",-21.970041676337672,-46.87984976814542,71.6,71.6,83,12.75,75,BR,1581543020
499,caiaponia,"(-17.01323251977084, -51.88023064071493)",-17.01323251977084,-51.88023064071493,77.99,77.99,85,3.2,79,BR,1581543020
500,ballarpur,"(19.88730566919638, 79.41492456905712)",19.88730566919638,79.41492456905712,66.81,66.81,42,2.55,0,IN,1581543021
501,suda,"(59.54520720910591, 37.68755480475255)",59.54520720910591,37.68755480475255,32,32,92,4.47,90,RU,1581543021
502,lata,"(-10.946739279160298, 165.6003946843129)",-10.946739279160298,165.6003946843129,54.03,57,87,1.12,90,PT,1581543021
503,worthington,"(43.77167978928787, -95.34943884977763)",43.77167978928787,-95.34943884977763,34,36,69,8.05,90,US,1581542925
504,point fortin,"(9.760564737281413, -62.047428845385014)",9.760564737281413,-62.047428845385014,82.85,84.2,62,12.75,20,TT,1581543021
505,honavar,"(13.750088383397795, 73.19343537532077)",13.750088383397795,73.19343537532077,70.2,70.2,45,4.34,0,IN,1581543022
506,whitehorse,"(62.537200676629254, -133.12458413629514)",62.537200676629254,-133.12458413629514,23.25,24.8,79,27.51,90,CA,1581542874
507,tezu,"(32.214858677807726, 98.59359377663759)",32.214858677807726,98.59359377663759,57.13,57.13,54,2.93,100,IN,1581543022
508,lloret de mar,"(40.92136330614798, 3.3152628645615323)",40.92136330614798,3.3152628645615323,50.47,54,100,6.93,75,ES,1581543022
509,kita,"(12.978914996219004, -9.8786076284444)",12.978914996219004,-9.8786076284444,81.32,81.32,15,6.51,0,ML,1581543022
510,nyimba,"(-14.379913892762005, 30.501220977021774)",-14.379913892762005,30.501220977021774,68.49,68.49,96,2.57,100,ZM,1581543022
511,pascagoula,"(29.380717608384856, -88.06855200462526)",29.380717608384856,-88.06855200462526,73.4,77,78,13.87,75,US,1581542816
512,morgan city,"(29.32770883810815, -91.61459009405209)",29.32770883810815,-91.61459009405209,76.51,79,100,14.99,90,US,1581543023
513,borba,"(-5.0790389156274784, -58.3866533993595)",-5.0790389156274784,-58.3866533993595,73.65,73.65,98,2.89,100,BR,1581543023
514,tevaitoa,"(-17.197149805151895, -151.45103903459443)",-17.197149805151895,-151.45103903459443,81.93,81.93,78,14.25,12,PF,1581542867
515,cap malheureux,"(-12.506946025976731, 59.604967271665515)",-12.506946025976731,59.604967271665515,79.77,80.6,83,12.75,40,MU,1581543023
516,fort abbas,"(28.823672074521312, 72.67149273091846)",28.823672074521312,72.67149273091846,62.51,62.51,41,9.69,0,PK,1581543023
517,kirakira,"(-11.856676127973628, 163.6115232813409)",-11.856676127973628,163.6115232813409,81.34,81.34,76,7.45,100,SB,1581542802
518,tarabuco,"(-18.824460902140757, -64.80437598227564)",-18.824460902140757,-64.80437598227564,66.2,66.2,52,11.41,40,BO,1581543024
519,port hedland,"(-18.92079237892736, 119.38678568155382)",-18.92079237892736,119.38678568155382,80.56,80.56,76,9.75,0,AU,1581543024
520,bambanglipuro,"(-9.049000902594983, 110.69977571793368)",-9.049000902594983,110.69977571793368,74.21,74.21,91,8.81,75,ID,1581542871
521,sungurlu,"(40.05030194003098, 34.289266296598015)",40.05030194003098,34.289266296598015,29.97,29.97,97,6.02,99,TR,1581543024
522,narsaq,"(84.4812286760727, -61.645359396692584)",84.4812286760727,-61.645359396692584,5,5,34,5.82,0,GL,1581542713
523,augusto correa,"(-0.16375877043121534, -46.1537927214431)",-0.16375877043121534,-46.1537927214431,77.31,77.31,94,6.62,91,BR,1581543025
524,ruteng,"(-8.391837923722989, 120.11474113902273)",-8.391837923722989,120.11474113902273,67.1,67.1,89,3.38,100,ID,1581543025
526,monastyrshchina,"(54.41343081150137, 31.81394437043923)",54.41343081150137,31.81394437043923,32.79,32.79,97,8.05,100,RU,1581543025
527,nova olimpia,"(-13.243601283632628, -58.11243904415552)",-13.243601283632628,-58.11243904415552,86.31,86.31,75,2.1,88,BR,1581543025
528,neiafu,"(-18.22906139212091, -176.30653016292186)",-18.22906139212091,-176.30653016292186,75.2,75.2,100,5.82,90,TO,1581543026
529,morganton,"(35.618985911458736, -81.64533863975853)",35.618985911458736,-81.64533863975853,50.09,57.99,71,5.77,90,US,1581543026
530,ahipara,"(-32.845068706123996, 164.56468850709888)",-32.845068706123996,164.56468850709888,67.89,67.89,72,6.29,49,NZ,1581542900
